,names,city,address,phone,web,description,category
19,Boom Kettlebell Plaza Varietá,Guatemala - Guatemala,Blvd. Landívar Zona 16,tel:+(502) 2333-9772,https://directorio.guatemala.com/listing_reports.php?report=website&id=289,"Nuestro personal es altamente capacitado con certificados obtenidos en los EEUU. Contamos con herramientas nunca antes vistas en Guatemala para mejorar la condición física. 

Boom Kettlebell incrementa la flexibilidad, fuerza y tonifica los músculos. Fortalece las articulaciones convirtiéndolo en una excelente herramienta para cualquier deporte o terapia de recuperación de lesiones, además de ser excelente para tratar y corregir la espalda y postura en general.","TRX
                                    

                                                                                                                                 y
                                                                                                                            Calisthenics"
20,Ka Synergy,Guatemala - Guatemala,18 Calle 15-51 Zona 13,tel:+(502) 2362-6530,https://directorio.guatemala.com/listing_reports.php?report=website&id=553,"Ka Synergy es un concepto de formación con artes marciales y fitness, para toda la familia. Hay programas apropiados para cada etapa del desarrollo.

Utilizamos la licencia Skillz y Hyper para nuestros programas de arte marcial dividiendo las etapas del desarrollo del alumno en edades y ventanas especificas",Artes Marciales
22,Active Zone,Guatemala - Guatemala,Boulevard Hospital Militar Centro Comercial ,tel:+(502) 2255-8054,https://directorio.guatemala.com/listing_reports.php?report=website&id=10050,"Active Zone es el resultado de un proyecto familiar que busca prestar un servicio personalizado e individual. Se inician los ejercicios por muchas razones: salud, bienestar, prescripción médica, peso, para afirmar y tonificar. 

Con un equipo adecuado de instructores certificados y calificados, utilizando las rutinas más modernas y efectivas, un ambiente agradable acogedor y una  supervisión personalizada, acompañados por dos nutricionistas que ven mensualmente a cada alumno, no hay duda que todo eso que esperamos lograr con el ejercicio lo tendremos en ACTIVE ZONE.","Pilates
                                    

                                                                                                                                ,
                                                                                                                            Pole Dance
                                    

                                                                                                                                 y
                                                                                                                            TRX"
23,Exerzone,Guatemala - Guatemala,"Blvd. San Cristóbal, 5a. Avenida 3-05 Sector A-3",tel:+(502) 2246-5555,https://directorio.guatemala.com/listing_reports.php?report=website&id=1585,"Health, fun and fitness! Comienza una nueva vida en Exerzone, el gimnasio que te ofrece salud, diversión y mucho más. Clases de baile, aeróbicos, zumba, insanity, pilates, pole dance y otras actividades para ti.","Pesas
                                    

                                                                                                                                 y
                                                                                                                            TRX"
24,Scandinavia Gym Zona 9,Guatemala - Guatemala,Blvd. Liberación 6-31 Zona 9,tel:+(502) 2377-3012,https://directorio.guatemala.com/listing_reports.php?report=website&id=2036,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
25,Dinamic Fitness Roosevelt,Guatemala - Guatemala,Calzada Roosevelt 25-09 Zona 7 ,tel:+(502) 2217-1111,https://directorio.guatemala.com/listing_reports.php?report=website&id=52342,"Dinamic es un concepto nuevo de fitness, un lugar donde nos encanta subirte el ánimo. No te juzgamos, no importa si eres experto o tu primera vez en un gimnasio, te hacemos sentir bien en un ambiente motivador y accesible.",Pesas
26,The Fit Center,Guatemala - Guatemala,"Blvd. Rafael Landivar, 10-05 Zona 16",tel:+(502) 2493-7666,https://directorio.guatemala.com/listing_reports.php?report=website&id=744,"The Fit Center es un concepto integral de gimnasio personalizado en Paseo Cayalá. Programas integrales: clases de ejercicios, suplementos, nutrición, y quiropráctica.

En una clase de 45 minutos, estarás haciendo ejercicios funcionales y de aislamiento muscular que tienen además gran impacto en tu metabolismo, por lo que estarás quemando calorías hasta 48 horas después de entrenar.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            Pilates
                                    

                                                                                                                                 y
                                                                                                                            TRX"
27,AMSI CrossFit,Guatemala - Guatemala,"8a. Avenida 9-28, Ciudad San Cristóbal",tel:+(502) 2480-1592,https://directorio.guatemala.com/listing_reports.php?report=website&id=12107,"AMSI CrossFit pertenecemos a la Comunidad de Crossfit como el quinto “box” afiliado en Guatemala. La comunidad sigue creciendo en nuestro país y estamos emocionados por encontrar potenciales crossfiteros.

Contamos con personal certificado para impartir las clases de inducción básica para formarte, guiarte y entrenarte durante las clases diarias.",Crossfit
28,Xtream Gym,Guatemala - Guatemala,6a. Avenida 6-63 Zona 10,tel:+(502) 2278-9325,https://directorio.guatemala.com/listing_reports.php?report=website&id=1212,"Nuestro gimnasio ofrece un entrenamiento por medio del acondicionamiento físico general que incluye la pérdida de peso y preparación física para mejorar el rendimiento en cualquier deporte.

Se realiza por medio de ejercicios con cambios de intensidad, trabajando con ejercicios aeróbicos y anaeróbicos, ejercicios de desarrollo de la fuerza con el uso del peso corporal, carrera, desarrollo de la coordinación, flexibilidad y explosividad del movimiento muscular.","Boxeo
                                    

                                                                                                                                 y
                                                                                                                            Artes Marciales"
29,Micheo Boxing by Futeca Oakland Mall,Guatemala - Guatemala,"Diagonal 6, 13-01 zona 10",tel:+(502) 2336-5569,,"En Micheo Boxing by Futeca somos una academia de boxeo diferente, ya que brindamos un servicio personalizado y tenemos el aval de la Federación Nacional de Boxeo de Guatemala. Contamos con el equipo completo y las instalaciones adecuadas para ti.

Nuestro objetivo es crear una condición fisica. Que nuestros estudiantes aprendan a boxear. Mejorar su estilo de vida, resistencia y fuerza. Eliminar estres y % de grasa",Boxeo
30,The Boxing Club,Guatemala - Guatemala,"20 calle 25-85, Zona 10",tel:+(502) 2363-3026,https://directorio.guatemala.com/listing_reports.php?report=website&id=490,"The Boxing Club es una escuela de boxeo enfocada en ofrecer instrucción de boxeo como fitness para lograr disciplina, quema de grasa, eliminación de estrés y defensa personal.",Boxeo
31,Asha Shala,Guatemala - Guatemala,5a. Avenida 20-42 Zona 14,tel:+(502) 2367-2698,https://directorio.guatemala.com/listing_reports.php?report=website&id=757,"Aquí puedes encontrar la herramienta que necesitas para una sanación física, psicológica y espiritual. 

Ofrecemos Yoga, Qi Cong, Shiatsu, Medicina China, Acupuntra, Network Spinal Analysis, Baras, Reiki, Consulta de Numerología, Cartas Astrales, Café y Tienda de Yoga.",Yoga
32,Schumanns Sporta,Guatemala - Guatemala,Km. 18.5 Carretera a El Salvador,tel:+(502) 6633-9623,https://directorio.guatemala.com/listing_reports.php?report=website&id=3438,"La misión de Schumanns Sporta es formar a personas con valores y actitud positiva hacia cualquier situación, enseñar el camino de la disciplina sin maltrato, para alcanzar el éxito. Enseñamos artes marciales para cualquier edad.",Artes Marciales
33,Sense Crossfit,Guatemala - Guatemala,9 Avenida 16-03 zona 10,tel:+(502) 2366-5836,https://directorio.guatemala.com/listing_reports.php?report=website&id=5447,Sense Crossfit es un centro de fuerza y acondicionamiento físico con metodología CrossFit. ¡Mejoramos TU Vida!,"Crossfit
                                    

                                                                                                                                 y
                                                                                                                            TRX"
34,Xsport Fitness Center,Guatemala - Guatemala,"Calz. Aguilar Batres, 37-95 Zona 12",tel:+(502) 2476-9841,,"En Xsport Fitness Center son por excelencia más que un gimnasio. Encontrarás la mejor asesoría, promociones y actividades para lograr tus metas.","Pesas
                                    

                                                                                                                                 y
                                                                                                                            TRX"
37,Scandinavia Gym Las Luces,Guatemala - Guatemala,Km 13.1 Carretera a El Salvador ,tel:+(502) 2269-5603,https://directorio.guatemala.com/listing_reports.php?report=website&id=2031,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                ,
                                                                                                                            Pesas
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
38,Pure Yoga,Guatemala - Guatemala,Diagonal 35 Blvd. Austriaco,tel:+(502) 2491-4240,https://directorio.guatemala.com/listing_reports.php?report=website&id=438,"El Yoga restablece el equilibrio, la simetría del cuerpo, aumenta la flexibilidad y reduce dolores. Únete a la familia de Pure Yoga y disfruta de una vida saludable.",Yoga
39,Urban Yoga,Guatemala - Guatemala,"Km 15.5 Carr. a El Salvador, Edificio Plaza Concep",tel:+(502) 4622-0497,,"Urban Yoga es un estudio en Carretera a El Salvador ofreciendo clases de Yoga de diferentes tipos: Vinyasa, Align & Flow, Hatha, Slow Flow, Ashtanga y clases estilo Mysore. Atrévete a algo fuera de lo convencional y divertido. Urban Yoga te invita a visitarlos.",Yoga
40,Zenith Training Center,Guatemala - Guatemala,"18 avenida ""A"", 1-17 Vista Hermosa II, Zona 15",tel:+(502) 2310-0546,https://directorio.guatemala.com/listing_reports.php?report=website&id=357,¡Ya olvídate de los gimnasios convencionales! Somos la forma inteligente de transformar tu cuerpo.,"TRX
                                    

                                                                                                                                ,
                                                                                                                            Calisthenics
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
41,Curves Las Puertas,Guatemala - Guatemala,Centro Comercial Las Puertas,#ubicacion,,Gimnasio Curves también está ubicado en el Centro Comercial Las Puertas en San Lucas Sacatepéquez.,"Pilates
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
44,Adorarte,Guatemala - Guatemala,"4a. calle 23-40, Kaminal Juyu 1",tel:+(502) 2474-0562,,"Adorarte es una Academia Cristiana de Baile nuestra visión es ser un canal de Dios para preparar adoradores en espíritu y verdad que sean formados y levantados como líderes y ministros de Dios avivando sus dones y talentos. Equipando sus tres áreas: espíritu, alma y cuerpo, alcanzando así una relación personal y genuina con El amado y cumplir con excelencia la edificación del cuerpo de Cristo y la gran comisión.",Academias de Baile
45,Curves Zona 15,Guatemala - Guatemala,"1a. Calle 22-13 Zona 15, Vista Hermosa II",tel:+(502) 2369-2622,https://directorio.guatemala.com/listing_reports.php?report=website&id=1841,"Curves trabaja los principales grupos musculares con un entrenamiento completo de 30 minutos que combina ejercicio de fuerza y actividad cardiovascular sostenida a través de equipos de resistencia hidráulica. 

Curves también trabaja para ayudar a las mujeres a perder peso, obtener fuerza muscular y capacidad aeróbica y aumentar el metabolismo con su innovador y científicamente probado método que termina con la necesidad de dietas permanentes. 

Gary y Diane Heavin fundadores son considerados como innovadores del fenómeno que ha facilitado ejercitarse a más de 4 millones de mujeres en todo el mundo, muchas de las cuales están en el gimnasio por primera vez. Con 10.000 clubs en 89 países, Curves es la franquicia de fitness más grande del mundo.","Yoga
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
46,Bizzu Aesthetics,Guatemala - Guatemala,11 Calle 1-86 ,tel:+(502) 2441-9193,https://directorio.guatemala.com/listing_reports.php?report=website&id=14934,"Bizzu Aesthetics Club es el único medical spa en Latinoamérica que cuenta con la más avanzada maquinaria para ofrecer los mejores tratamientos médicos estéticos. 

Estamos en constante actualización de nuestras máquinas y nuestra tecnología está patentada y es aprobada por la FDA. Cada tratamiento que se ofrece es personalizado (ya que cada cuerpo, cada piel es única) y cuenta con la asesoría y supervisión de un cirujano plástico.","Centros de Depilación
                                    

                                                                                                                                ,
                                                                                                                            Clínicas de Adelgazamiento
                                    

                                                                                                                                ,
                                                                                                                            Saunas
                                    

                                                                                                                                ,
                                                                                                                            Spa
                                    

                                                                                                                                 y
                                                                                                                            Yoga"
47,Okinawan Goju Ryu,Guatemala - Guatemala,Avenida Las Américas 17-16,tel:+(502) 2334-5697,https://directorio.guatemala.com/listing_reports.php?report=website&id=7695,"Okinawan Goju Ryu en Guatemala es dojo que desde 1987 enseña esta disciplina, dirigida por el Sensei Fernando Ramírez desde hace más de 23 años.

Sensei Ramirez obtuvo su cinta negra en 1977 bajo la guía y organización del Master Seikichi Toguchi, alumno directo de Master Chojun Miyagi. Sensei Ramirez viajó a Okinawa, China, India, Nepal. Aparte de karate, aprendió acupuntura y tai-chi-chuan estilo Chen.","Academias Deportivas
                                    

                                                                                                                                 y
                                                                                                                            Artes Marciales"
48,Akasha Yoga Centro Holístico,Guatemala - Guatemala,8a. Calle 28-00 Zona 11,tel:+(502) 2473-7844,https://directorio.guatemala.com/listing_reports.php?report=website&id=415,"Akasha Yoga Centro Holístico, abre las puertas para ser un lugar donde se encuentran diferentes métodos para tener una vida integral, uniendo el bienestar emocional, espiritual, físico y mental.

Akasha, es el simbolismo del elemento éter o espacio, es una palabra escrita en sánscrito cuya raíz quiere decir brillar y a veces se aplica al cielo.","Yoga
                                    

                                                                                                                                 y
                                                                                                                            TRX"
49,OB CrossFit,Guatemala - Guatemala,23 Calle 14-75 Zona 4 ,tel:+(502) 2333-0512,https://directorio.guatemala.com/listing_reports.php?report=website&id=487,"En OB CrossFit somos un centro de crossfit ubicado en Condado Naranjo de la Ciudad de Guatemala, contamos con las mejores instalaciones y el mejor equipo que hará que los resultados deseados se vean en muy poco tiempo.",Crossfit
51,CrossFit 502 Zona 16,Guatemala - Guatemala,Blvd. Austriaco 37-01 Zona 16,tel:+(502) 5872-6989,https://directorio.guatemala.com/listing_reports.php?report=website&id=3447,"En CrossFit 502 nos enfocamos en que nuestros miembros alcancen un nivel más alto de acondicionamiento físico y desempeño general, con un programa de entrenamiento diferente, divertido y que genera resultados.

Nuestra filosofía se basa en entrenamientos personalizados en un ambiente grupal, con entrenadores certificados que guiarán cada una de las sesiones. Los resultados de nuestros miembros, son el reflejo del esfuerzo y sacrificio que entregan en cada entreno.",Crossfit
52,Academia de Baile bailamos,Guatemala - Guatemala,8 Calle 20-70,tel:+(502) 2474-3727,,,Academias de Baile
53,Salsa in Motion Academy,Guatemala - Guatemala,"8 Calle 28-00, Zona 11 ",tel:+(502) 4215-1875,https://directorio.guatemala.com/listing_reports.php?report=website&id=522,"Salsa in Motion Academy es la mejor academia de Baile & Fitness en Guatemala. Si lo que quieres es aprender a bailar, has venido al lugar correcto. Además de salsa, con nosotros también podrás aprender a bailar bachata y tomar clases de Zumba Fitness.

Salsa In Motion Academy es arte, pasión, crecimiento, movimiento y vida. Promovemos y buscamos desarrollar en las personas su estado físico, psicológico y dancístico por medio de la interpretación y expresión musical.","Academias de Baile
                                    

                                                                                                                                 y
                                                                                                                            TRX"
54,CrossFit Habit,Guatemala - Guatemala,17 Avenida 24-45 Zona 11,tel:+(502) 5599-9990,https://directorio.guatemala.com/listing_reports.php?report=website&id=258,"CrossFit es un programa de entrenamiento con ejercicios funcionales con entrenamientos de alta intensidad y corta duración. 

CrossFit HABIT nace con la idea de buscar moldear continuamente de manera segura, eficiente y eficaz la práctica de este deporte y aumentar la capacidad de trabajo de nuestros atletas a través del tiempo haciendo de CrossFit un estilo de vida.",Crossfit
55,World Gym Pradera,Guatemala - Guatemala,Blvd. Los Próceres 25-74 Zona 10,tel:+(502) 2423-6000,https://directorio.guatemala.com/listing_reports.php?report=website&id=257,"En World Gym contamos con un centro de orientación que te guiará desde tu primer día, una clínica de nutrición que te enseñará a alimentarte de una manera más saludable a través del programa Fitness Coaching System, dos salones de clases grupales para que tu entrenamiento sea una experiencia diferente cada día, una piscina semi-olímpica bajo techo con programas de natación para niños y adultos.

Además de eso, siempre estarás guíado por instructores capacitados en el tema del fitness y nutrición que te brindarán la asesoría que necesitas para lograr un estilo de vida diferente a través de la dedicación y la perseverancia.",Pesas
56,Boom Gym,Guatemala - Guatemala,"15 Avenida 6-01, Century Plaza Nivel 4 Local 403",tel:+(502) 2362-0708,https://directorio.guatemala.com/listing_reports.php?report=website&id=15128,"En Boom Gym nuestro personal está altamente capacitado con certificados obtenidos en los EEUU. Contamos con herramientas nunca antes vistas en Guatemala para mejorar la condición física. 

Boom Gym es la herramienta mas rústica, efectiva y exigente del planeta. Se enfoca en crear resistencia, moldeando y fortaleciendo casi todos los músculos del cuerpo. Incrementa flexibilidad, fuerza y tonifica los músculos.",Crossfit
57,Casa San Juan,Guatemala - Guatemala,"3a Avenida Norte, Número 18 San Juan Del Obispo, ",tel:+(502) 7830-6799,https://directorio.guatemala.com/listing_reports.php?report=website&id=51983,"Casa San Juan es un hotel, restaurante y escuela de yoga que te ayudará a mantenerte en forma y relajado. Ellos manejan el estilo Ayurveda, que es una forma alternativa de medicina y curación. Visita Casa San Juan ubicada en Sacatepéquez.","Hoteles
                                    

                                                                                                                                 y
                                                                                                                            Yoga"
59,OM Yoga,Guatemala - Guatemala,6ta. Avenida 20-42 zona 10,tel:+(502) 2333-4310,https://directorio.guatemala.com/listing_reports.php?report=website&id=260,"Para OM Yoga, el yoga es el camino para evolucionar y dejar de sufrir. Vivimos en un mundo donde todo nos bloquea de la verdadera felicidad interna y al hacer yoga abrimos un espacio hacia nuevas posibilidades que nos da la vida.

Nuestro equipo está conformado por instructores y asistentes capacitados para asistirte y ayudarte en el camino que hoy inicias en OM. Cada profesor lleno de luz, está certificado en su estilo de yoga para servirte como un guía en tu práctica personal al entrar por las puertas de nuestro estudio.",Yoga
60,World Gym SanKris,Guatemala - Guatemala,"Blvd. San Cristóbal, 3a. Calle 6-72 Sector A-3",tel:+(502) 2424-4848,https://directorio.guatemala.com/listing_reports.php?report=website&id=1865,"Ubicado en el Centro Comercial más moderno, más seguro y en el mejor punto de San Cristóbal, World Gym SanKris cuenta con estacionamiento bajo techo, seguridad y con acceso directo al gimnasio sin necesidad de ingresar al comercial.

Además, posee una piscina semiolímpica de 4 carriles, climatizada y bajo techo con programas de natación tanto para niños como para adultos, un salón con el equipo más moderno para entrenamiento funcional metabólico, un salón de clases de cycling, salón para las diferentes clases de grupo como baile, kick-boxing, aeróbicos, etc., un salón especial para clases de Pilates Reformer y Mind & Body. Instructores capacitados y certificados en cada una de las disciplinas del fitness.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                 y
                                                                                                                            Crossfit"
62,Scandinavia Gym El Frutal,Guatemala - Guatemala,Blvd. El Frutal 14-00 Zona 5,tel:+(502) 2277-9297,https://directorio.guatemala.com/listing_reports.php?report=website&id=2030,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
